[-0.13016709,-4.97088,2.38948,]
[1.78201496601,-4.64230775833,2.38945031166,]
[1.60662,-4.18538,3.21519,]
[-0.117355,-4.48161,3.21519,]
[-7.08702e-16,-3.85799,3.9436,]
[1.47639000416,-3.56432080269,3.94359731674,]
[-3.33665704727,-1.28082263470,4.20265197754,]
[-3.04737305641,-1.86743259430,4.20265197754,]
[-0.0829470977187,-3.16762185097,4.51612234116,]
[1.13556337357,-2.95824360847,4.51612234116,]
[-2.44974374771,-0.940368533134,4.85288906097,]
[-2.27247738838,-1.31201541424,4.85288906097,]
[-0.0612005421647,-2.33715445151,4.99700260162,]
[0.837848325297,-2.18266954102,4.99700260162,]
[0.447959941495,-1.16697555790,5.37341356277,]
[-0.0654199325169,-1.24828695256,5.37341356277,]
[0.549696441814,-1.32708462441,5.32660770416,]
[-0.0376012648751,-1.43593381256,5.32660770416,]
